classic_metric,mapped_metric,confidence,score,method,reason,candidate_count,candidates,notes
ext:cloud.aws.ec.replicationLagByCacheNodeId,,none,0,unmapped,No current Gen3 candidate found,0,[],
ext:cloud.aws.ec.swapUsage,cloud.aws.ec.swap_usage,high,98,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, ec",5,"[{""sort_index"": null, ""score"": 98, ""gen3_metric"": ""cloud.aws.ec.swap_usage"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, ec""}, {""sort_index"": null, ""score"": 79, ""gen3_metric"": ""dt.cloud.aws.ec2.cpu.usage"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 64, ""gen3_metric"": ""dt.cloud.aws.ebs.queue"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 64, ""gen3_metric"": ""dt.cloud.aws.ec2.disk.read_rate"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 64, ""gen3_metric"": ""dt.cloud.aws.rds.memory.swap"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}]",
ext:cloud.aws.ec.swapUsageByCacheNodeId,,low,76,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, ec",1,"[{""sort_index"": null, ""score"": 76, ""gen3_metric"": ""cloud.aws.ec.swap_usage"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, ec""}]",Low-confidence candidate retained for review but not selected as mapped_metric
ext:cloud.aws.ecs.cpuReservation,,low,74,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud",5,"[{""sort_index"": null, ""score"": 74, ""gen3_metric"": ""cloud.aws.ec.curr_connections"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 70, ""gen3_metric"": ""cloud.aws.rds.cpu_utilization"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 68, ""gen3_metric"": ""cloud.aws.lambda.duration"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 67, ""gen3_metric"": ""cloud.aws.ec.evictions_sum"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 66, ""gen3_metric"": ""dt.cloud.aws.nlb.tcp.reset.client"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}]",Low-confidence candidate retained for review but not selected as mapped_metric
ext:cloud.aws.ecs.cpuUtilizationByServiceName,cloud.aws.ecs.cpu_utilization_by_service_name,high,95,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, ecs",5,"[{""sort_index"": null, ""score"": 95, ""gen3_metric"": ""cloud.aws.ecs.cpu_utilization_by_service_name"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, ecs""}, {""sort_index"": null, ""score"": 85, ""gen3_metric"": ""cloud.aws.ecs.memory_utilization_by_service_name"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, ecs""}, {""sort_index"": null, ""score"": 74, ""gen3_metric"": ""cloud.aws.rds.cpu_utilization"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 72, ""gen3_metric"": ""cloud.aws.containerinsights.cpu_utilized_by_service_name"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 67, ""gen3_metric"": ""cloud.aws.aurora.cpu_utilization_maximum"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}]",
ext:cloud.aws.ecs.memoryReservation,,low,68,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud",2,"[{""sort_index"": null, ""score"": 68, ""gen3_metric"": ""dt.cloud.aws.rds.memory.swap"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 67, ""gen3_metric"": ""cloud.aws.ec.evictions_sum"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}]",Low-confidence candidate retained for review but not selected as mapped_metric
ext:cloud.aws.ecs.memoryUtilizationByServiceName,cloud.aws.ecs.memory_utilization_by_service_name,high,96,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, ecs",3,"[{""sort_index"": null, ""score"": 96, ""gen3_metric"": ""cloud.aws.ecs.memory_utilization_by_service_name"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, ecs""}, {""sort_index"": null, ""score"": 85, ""gen3_metric"": ""cloud.aws.ecs.cpu_utilization_by_service_name"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, ecs""}, {""sort_index"": null, ""score"": 64, ""gen3_metric"": ""cloud.aws.containerinsights.cpu_utilized_by_service_name"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}]",
ext:cloud.aws.efs.burstCreditBalance,,low,64,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud",1,"[{""sort_index"": null, ""score"": 64, ""gen3_metric"": ""cloud.aws.rds.write_latency"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}]",Low-confidence candidate retained for review but not selected as mapped_metric
ext:cloud.aws.efs.clientConnectionsSum,,low,76,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud",5,"[{""sort_index"": null, ""score"": 76, ""gen3_metric"": ""cloud.aws.ec.curr_connections"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 74, ""gen3_metric"": ""dt.cloud.aws.rds.connections"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 73, ""gen3_metric"": ""cloud.aws.ec.evictions_sum"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 66, ""gen3_metric"": ""cloud.aws.lambda.concurrent_executions_sum"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 66, ""gen3_metric"": ""cloud.aws.logs.incoming_bytes_sum"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}]",Low-confidence candidate retained for review but not selected as mapped_metric
ext:cloud.aws.efs.totalIOBytesSum,cloud.aws.efs.total_iobytes_sum,high,97,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, efs",3,"[{""sort_index"": null, ""score"": 97, ""gen3_metric"": ""cloud.aws.efs.total_iobytes_sum"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, efs""}, {""sort_index"": null, ""score"": 71, ""gen3_metric"": ""cloud.aws.logs.incoming_bytes_sum"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 70, ""gen3_metric"": ""cloud.aws.ec.network_bytes_out_sum"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}]",
ext:cloud.aws.es.clusterStatusgreenMinimumByClientId,,none,0,unmapped,No current Gen3 candidate found,0,[],
ext:cloud.aws.es.clusterStatusredMaximumByClientId,,none,0,unmapped,No current Gen3 candidate found,0,[],
ext:cloud.aws.es.clusterStatusyellowMaximumByClientId,,none,0,unmapped,No current Gen3 candidate found,0,[],
ext:cloud.aws.es.cpuUtilizationAverageByClientId,,low,71,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud",5,"[{""sort_index"": null, ""score"": 71, ""gen3_metric"": ""cloud.aws.rds.cpu_utilization"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 70, ""gen3_metric"": ""cloud.aws.ecs.cpu_utilization_by_service_name"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 67, ""gen3_metric"": ""cloud.aws.sage_maker_training_jobs.cpu_utilization_average_by_region_host"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 66, ""gen3_metric"": ""cloud.aws.sage_maker_processing_jobs.cpu_utilization_average_by_region_host"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 65, ""gen3_metric"": ""cloud.aws.sage_maker_training_jobs.gpu_utilization_average_by_region_host"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}]",Low-confidence candidate retained for review but not selected as mapped_metric
ext:cloud.aws.es.cpuUtilizationMaximumByClientId,,low,76,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud",3,"[{""sort_index"": null, ""score"": 76, ""gen3_metric"": ""cloud.aws.aurora.cpu_utilization_maximum"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 72, ""gen3_metric"": ""cloud.aws.ecs.cpu_utilization_by_service_name"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 71, ""gen3_metric"": ""cloud.aws.rds.cpu_utilization"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}]",Low-confidence candidate retained for review but not selected as mapped_metric
ext:cloud.aws.es.freeStorageSpaceByClientId,,none,0,unmapped,No current Gen3 candidate found,0,[],
ext:cloud.aws.es.masterCPUUtilizationAverageByClientId,,low,68,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud",5,"[{""sort_index"": null, ""score"": 68, ""gen3_metric"": ""cloud.aws.sage_maker_training_jobs.cpu_utilization_average_by_region_host"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 67, ""gen3_metric"": ""cloud.aws.sage_maker_processing_jobs.cpu_utilization_average_by_region_host"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 67, ""gen3_metric"": ""cloud.aws.sage_maker_training_jobs.gpu_utilization_average_by_region_host"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 66, ""gen3_metric"": ""cloud.aws.rds.cpu_utilization"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 65, ""gen3_metric"": ""cloud.aws.ecs.cpu_utilization_by_service_name"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}]",Low-confidence candidate retained for review but not selected as mapped_metric
ext:cloud.aws.es.nodesByClientId,,none,0,unmapped,No current Gen3 candidate found,0,[],
ext:cloud.aws.events.invocationsSumByRegion,,low,70,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud",3,"[{""sort_index"": null, ""score"": 70, ""gen3_metric"": ""cloud.aws.lambda.invocations_sum"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 68, ""gen3_metric"": ""cloud.aws.ec.evictions_sum"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}, {""sort_index"": null, ""score"": 65, ""gen3_metric"": ""cloud.aws.lambda.duration_by_region"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud""}]",Low-confidence candidate retained for review but not selected as mapped_metric
ext:cloud.aws.events.invocationsSumByRegionRuleName,,none,0,unmapped,No current Gen3 candidate found,0,[],
ext:cloud.aws.events.matchedEventsSumByRegion,,none,0,unmapped,No current Gen3 candidate found,0,[],
ext:cloud.aws.events.triggeredRulesSumByRegion,,none,0,unmapped,No current Gen3 candidate found,0,[],
ext:cloud.aws.events.triggeredRulesSumByRegionRuleName,,none,0,unmapped,No current Gen3 candidate found,0,[],
ext:cloud.aws.kafka.activeControllerCount,cloud.aws.kafka.active_controller_count,high,97,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",2,"[{""sort_index"": null, ""score"": 97, ""gen3_metric"": ""cloud.aws.kafka.active_controller_count"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 68, ""gen3_metric"": ""cloud.aws.kafka.offline_partitions_count"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.activeControllerCountSum,cloud.aws.kafka.active_controller_count,medium,94,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",2,"[{""sort_index"": null, ""score"": 94, ""gen3_metric"": ""cloud.aws.kafka.active_controller_count"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 65, ""gen3_metric"": ""cloud.aws.kafka.offline_partitions_count"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.cpuIdleByBrokerID,cloud.aws.kafka.cpu_user_by_broker_id,medium,86,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 86, ""gen3_metric"": ""cloud.aws.kafka.cpu_user_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 82, ""gen3_metric"": ""cloud.aws.kafka.swap_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 81, ""gen3_metric"": ""cloud.aws.kafka.cpu_user_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 77, ""gen3_metric"": ""cloud.aws.kafka.memory_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 77, ""gen3_metric"": ""cloud.aws.kafka.swap_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.cpuIdleSumByBrokerID,cloud.aws.kafka.cpu_user_sum_by_broker_id,medium,86,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 86, ""gen3_metric"": ""cloud.aws.kafka.cpu_user_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 82, ""gen3_metric"": ""cloud.aws.kafka.cpu_user_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 82, ""gen3_metric"": ""cloud.aws.kafka.swap_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 78, ""gen3_metric"": ""cloud.aws.kafka.memory_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 78, ""gen3_metric"": ""cloud.aws.kafka.swap_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.cpuSystemByBrokerID,cloud.aws.kafka.cpu_user_by_broker_id,medium,86,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 86, ""gen3_metric"": ""cloud.aws.kafka.cpu_user_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 84, ""gen3_metric"": ""cloud.aws.kafka.cpu_user_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 82, ""gen3_metric"": ""cloud.aws.kafka.swap_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 81, ""gen3_metric"": ""cloud.aws.kafka.swap_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 77, ""gen3_metric"": ""cloud.aws.kafka.memory_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.cpuSystemSumByBrokerID,cloud.aws.kafka.cpu_user_sum_by_broker_id,medium,86,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 86, ""gen3_metric"": ""cloud.aws.kafka.cpu_user_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 83, ""gen3_metric"": ""cloud.aws.kafka.cpu_user_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 82, ""gen3_metric"": ""cloud.aws.kafka.swap_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 79, ""gen3_metric"": ""cloud.aws.kafka.swap_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 78, ""gen3_metric"": ""cloud.aws.kafka.memory_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.cpuUserByBrokerID,cloud.aws.kafka.cpu_user_by_broker_id,medium,94,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 94, ""gen3_metric"": ""cloud.aws.kafka.cpu_user_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 89, ""gen3_metric"": ""cloud.aws.kafka.cpu_user_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 85, ""gen3_metric"": ""cloud.aws.kafka.swap_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 80, ""gen3_metric"": ""cloud.aws.kafka.swap_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 79, ""gen3_metric"": ""cloud.aws.kafka.memory_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.cpuUserSumByBrokerID,cloud.aws.kafka.cpu_user_sum_by_broker_id,medium,94,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 94, ""gen3_metric"": ""cloud.aws.kafka.cpu_user_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 90, ""gen3_metric"": ""cloud.aws.kafka.cpu_user_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 85, ""gen3_metric"": ""cloud.aws.kafka.swap_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 81, ""gen3_metric"": ""cloud.aws.kafka.swap_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 80, ""gen3_metric"": ""cloud.aws.kafka.memory_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.globalPartitionCount,cloud.aws.kafka.offline_partitions_count,medium,82,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",2,"[{""sort_index"": null, ""score"": 82, ""gen3_metric"": ""cloud.aws.kafka.offline_partitions_count"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 69, ""gen3_metric"": ""cloud.aws.kafka.active_controller_count"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.globalPartitionCountSum,,low,78,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",2,"[{""sort_index"": null, ""score"": 78, ""gen3_metric"": ""cloud.aws.kafka.offline_partitions_count"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 67, ""gen3_metric"": ""cloud.aws.kafka.active_controller_count"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",Low-confidence candidate retained for review but not selected as mapped_metric
ext:cloud.aws.kafka.globalTopicCount,,low,65,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",2,"[{""sort_index"": null, ""score"": 65, ""gen3_metric"": ""cloud.aws.kafka.active_controller_count"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 64, ""gen3_metric"": ""cloud.aws.kafka.offline_partitions_count"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",Low-confidence candidate retained for review but not selected as mapped_metric
ext:cloud.aws.kafka.globalTopicCountSum,,none,0,unmapped,No current Gen3 candidate found,0,[],
ext:cloud.aws.kafka.kafkaAppLogsDiskUsedByBrokerID,cloud.aws.kafka.kafka_app_logs_disk_used_by_broker_id,medium,93,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 93, ""gen3_metric"": ""cloud.aws.kafka.kafka_app_logs_disk_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 89, ""gen3_metric"": ""cloud.aws.kafka.kafka_app_logs_disk_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 76, ""gen3_metric"": ""cloud.aws.kafka.swap_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 73, ""gen3_metric"": ""cloud.aws.kafka.swap_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 72, ""gen3_metric"": ""cloud.aws.kafka.cpu_user_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.kafkaAppLogsDiskUsedSumByBrokerID,cloud.aws.kafka.kafka_app_logs_disk_used_sum_by_broker_id,medium,92,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 92, ""gen3_metric"": ""cloud.aws.kafka.kafka_app_logs_disk_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 90, ""gen3_metric"": ""cloud.aws.kafka.kafka_app_logs_disk_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 77, ""gen3_metric"": ""cloud.aws.kafka.swap_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 74, ""gen3_metric"": ""cloud.aws.kafka.swap_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 73, ""gen3_metric"": ""cloud.aws.kafka.cpu_user_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
